breed_slug,platform,account_name,profile_url,handle,followers_seen,note,date_added,status
cockapoo,FB,Cockapoo Rescue GB,https://www.facebook.com/cockapoorescuegb/,@cockapoorescuegb,,FB page of the rescue charity,2026-07-15,new
cockapoo,FB,Reactive & Anxious Cockapoo Support Group,https://www.facebook.com/groups/2432402047005850/,group,,Niche support group — engaged owners,2026-07-15,new
cockapoo,FB,The Cockapoo Club (Doodle Puppy Support) (group),https://www.facebook.com/groups/thecockapooclub/,group,,Family-friendly puppy support group,2026-07-15,new
cockapoo,FB,The Cockapoo Club (page),https://www.facebook.com/thecockapooclub/,@thecockapooclub,,Breed community page,2026-07-15,new
cockapoo,FB,The Cockapoo Community,https://www.facebook.com/thecockapoocommunity,@thecockapoocommunity,,Community page,2026-07-15,new
cockapoo,IG,Cockapoos of Instagram,https://www.instagram.com/cockapoosofinstagram/,@cockapoosofinstagram,20K,Community/feature account — ideal repost target,2026-07-15,new
cockapoo,IG,Freya & Frankie,https://www.instagram.com/freya.and.frankie/,@freya.and.frankie,,IG of the freyathecockapoo.com blog — combined web+social prospect,2026-07-15,new
cockapoo,IG,Graham,https://www.instagram.com/cockapoograham/,@cockapoograham,~20K,"NYC cockapoo (""InstaGraham"")",2026-07-15,new
cockapoo,IG,Kona the Mini Cockapoo,https://www.instagram.com/cockapookona/,@cockapookona,128K,"Hawai'i ""professional teddy bear""; training + travel content",2026-07-15,new
cockapoo,IG,Luna the Mini Cockapoo,https://www.instagram.com/lunatheminicockapoo/,@lunatheminicockapoo,1M,Mega-account (Jared & Luna) — top of the breed,2026-07-15,new
cockapoo,IG,Marley and Mabel,https://www.instagram.com/cockapoomarley/,@cockapoomarley,,Liverpool/London pair,2026-07-15,new
cockapoo,IG,Miss Darcy,https://www.instagram.com/missdarcysadventures/,@missdarcysadventures,20K+,"London travel cockapoo, visited 26 countries",2026-07-15,new
cockapoo,IG,Mochi,https://www.instagram.com/mochimoo.thecockapoo/,@mochimoo.thecockapoo,10K+,NYC cockapoo,2026-07-15,new
cockapoo,IG,Nugget,https://www.instagram.com/nugget_thecockapoo/,@nugget_thecockapoo,50K+,"Berlin-based, English-friendly content",2026-07-15,new
cockapoo,IG,Ontario Cockapoo Breeder,https://www.instagram.com/cockapoos.ca/,@cockapoos.ca,"6,561",Mississauga Ontario breeder,2026-07-15,new
cockapoo,IG,Poppi and Oscar,https://www.instagram.com/two.london.poos/,@two.london.poos,,Red fox cockapoos in London,2026-07-15,new
cockapoo,IG,Sushi,https://www.instagram.com/sushisaid/,@sushisaid,~28K,Also 900K+ on TikTok — video creator/doggie model,2026-07-15,new
dachshund,FB,Dachshund Club of America Inc,https://www.facebook.com/p/Dachshund-Club-of-America-Inc-100064666782496/,page,,Parent club page,2026-07-15,new
dalmatian,FB,Dalmatian Club of America,https://www.facebook.com/DalmatianClubofAmerica/,page,,Official parent-club page,2026-07-15,new
dalmatian,FB,Dalmatian Owners,https://www.facebook.com/groups/dalmatianowners/,group,,General owners group,2026-07-15,new
dalmatian,FB,Dalmatian Owners & Preservation Breeders United,https://www.facebook.com/groups/dalmatianownersunited/,group,,Owners + breeders mix,2026-07-15,new
dalmatian,FB,Dalmatian Owners Group UK,https://www.facebook.com/groups/672619216090432/,group,,UK owners group,2026-07-15,new
dalmatian,FB,Dalmatian Owners of America,https://www.facebook.com/groups/DalmatianOwnersOfAmerica/,group,,Active US owners group,2026-07-15,new
dalmatian,FB,Save the Dalmatians,https://www.facebook.com/savethedals/,@savethedals,,Rescue page,2026-07-15,new
dalmatian,IG,Charlie,https://www.instagram.com/charlie.the.dalmatian/,@charlie.the.dalmatian,92.5K,"Rare long-coated Dal, Charlotte NC",2026-07-15,new
dalmatian,IG,Dalmatians of Instagram,https://www.instagram.com/dalmatians_of_instagram/,@dalmatians_of_instagram,73K,Community feature account — repost/shoutout target,2026-07-15,new
dalmatian,IG,Deaf DALmatian,https://www.instagram.com/deafdal/,@deafdal,19K,Deaf shelter dog → therapy dog + dog actor (great story angle),2026-07-15,new
dalmatian,IG,Dennis the Dalmatian,https://www.instagram.com/dalmatiandennis/,@dalmatiandennis,,Pro model; played Pongo for Disney 100,2026-07-15,new
dalmatian,IG,Doug (& Boris),https://www.instagram.com/boris.and.doug/,@boris.and.doug,131K,Bi-eyed Dal + Lab brother,2026-07-15,new
dalmatian,IG,Finlay,https://www.instagram.com/finlay_the_dalmatian/,@finlay_the_dalmatian,21K,"Montreal ""social butterfly""",2026-07-15,new
dalmatian,IG,Jackson,https://www.instagram.com/jackson_the_dalmatian/,@jackson_the_dalmatian,156K,"Houston; 5 Dals + a Great Dane, weekly accessories",2026-07-15,new
dalmatian,IG,Khaleesi & Django,https://www.instagram.com/khaleesi.django.dalmatian/,@khaleesi.django.dalmatian,167K,"German duo, lemon-coat Khaleesi",2026-07-15,new
dalmatian,IG,Lemon & Chance (Mother of Dalmatians),https://www.instagram.com/mother_of_dalmatians_/,@mother_of_dalmatians_,46K,"Nashville, five-Dal household",2026-07-15,new
dalmatian,IG,Lio,https://www.instagram.com/herrtuerkis/,@herrtuerkis,30K,"German Dal, bonded-pair storytelling",2026-07-15,new
dalmatian,IG,Loki,https://www.instagram.com/polka_dot_loki/,@polka_dot_loki,65.5K,"Bi-eyed UK Dal, countryside photography",2026-07-15,new
dalmatian,IG,Noble,https://www.instagram.com/hernoblestory/,@hernoblestory,30.1K,Denver; Dal + cat + hedgehog trio,2026-07-15,new
dalmatian,IG,Olga Vang,https://www.instagram.com/olgavang/,@olgavang,96K,Creative posed photography with owner,2026-07-15,new
dalmatian,IG,Pingo & Nina,https://www.instagram.com/pingoeninadalmatians/,@pingoeninadalmatians,145K,Rio de Janeiro beach duo,2026-07-15,new
dalmatian,IG,Wiley,https://www.instagram.com/hi.wiley/,@hi.wiley,238K,"Heart-shaped nose, Colorado (article heading 238K; older body text 181K)",2026-07-15,new
french-bulldog,FB,Charleston Frenchie Meetup,https://www.facebook.com/CharlestonFrenchieMeetup/,page,,"Monthly local meetup — meetups love ""vote for our dog"" content",2026-07-15,new
french-bulldog,FB,French Bull Dog Club of America,https://www.facebook.com/frenchbulldogclubofamerica/,page,,Official FBDCA page (est. 1897),2026-07-15,new
french-bulldog,FB,French Bulldog Group,https://www.facebook.com/groups/971704870368960/,group,,General Frenchie group,2026-07-15,new
french-bulldog,FB,French Bulldog Lovers Club,https://www.facebook.com/groups/989481682452191/,group,,Fan group,2026-07-15,new
french-bulldog,FB,French Bulldog Rescue Network,https://www.facebook.com/FrenchBulldogRescue/,@FrenchBulldogRescue,,FBRN official page,2026-07-15,new
french-bulldog,FB,The French Bulldog Forum,https://www.facebook.com/groups/1077105709066480/,group,,Discussion group,2026-07-15,new
french-bulldog,FB,WE LOVE FRENCH BULLDOGS,https://www.facebook.com/groups/welovefrenchies/,group,,Fan group,2026-07-15,new
french-bulldog,IG,Adventures of Gage,https://www.instagram.com/adventuresofgage/,@adventuresofgage,"4,174",Frenchie service dog account,2026-07-15,new
french-bulldog,IG,Boss The French Bulldog,https://www.instagram.com/bossthefrenchbulldog/,@bossthefrenchbulldog,102K,Popular dog account (Stockholm),2026-07-15,new
french-bulldog,IG,Chicago French Bulldog Rescue,https://www.instagram.com/chicagofrenchbulldogrescue/,@chicagofrenchbulldogrescue,51K,Rescue account — strong cause-based angle,2026-07-15,new
french-bulldog,IG,Exotic Frenchies,https://www.instagram.com/exoticfrenchies/,@exoticfrenchies,"9,728",AKC breeder account,2026-07-15,new
french-bulldog,IG,Fluffy Frenchies,https://www.instagram.com/fluffy_frenchies/,@fluffy_frenchies,31K,Long-hair Frenchie niche account,2026-07-15,new
french-bulldog,IG,French Bulldogs,https://www.instagram.com/frenchbulldogs/,@frenchbulldogs,24K,Breed fan page,2026-07-15,new
french-bulldog,IG,French Bulldogs (fan page),https://www.instagram.com/french_bulldogs/,@french_bulldogs,323K,Large all-things-Frenchie fan page,2026-07-15,new
french-bulldog,IG,French Bulldogs of Instagram,https://www.instagram.com/frenchbulldogsworld/,@frenchbulldogsworld,,Frenchie photo/video aggregator,2026-07-15,new
french-bulldog,IG,Frenchie World,https://www.instagram.com/frenchie.world/,@frenchie.world,,Large Frenchie aggregator/shop account,2026-07-15,new
french-bulldog,IG,Frenchies of Miami,https://www.instagram.com/frenchies.of.miami/,@frenchies.of.miami,"1,188","AKC breeder, South Florida",2026-07-15,new
french-bulldog,IG,Griffin & Haru,https://www.instagram.com/griffinfrenchie/,@griffinfrenchie,,Popular Frenchie duo (~325K per hellobark article),2026-07-15,new
french-bulldog,IG,Manny The Frenchie,https://www.instagram.com/manny_the_frenchie/,@manny_the_frenchie,945K,Most-followed Frenchie; philanthropy angle (donates to Frenchie rescues),2026-07-15,new
french-bulldog,IG,Walter Geoffrey,https://www.instagram.com/waltergeoffreythefrenchie/,@waltergeoffreythefrenchie,1M,"Famous ""dramatic"" Frenchie personality account",2026-07-15,new
german-shepherd,FB,GSDCA Regional Clubs,https://www.facebook.com/GSDCAClubs/,@GSDCAClubs,,GSDCA's dedicated regional-clubs page,2026-07-15,new
german-shepherd,FB,German Shepherd Community,https://www.facebook.com/groups/germanshepherdcommunity/,group,,Active group (meetup threads seen),2026-07-15,new
german-shepherd,FB,German Shepherd Discussion & Training,https://www.facebook.com/groups/germanshepherddiscussionandtraining/,group,,Training-focused group,2026-07-15,new
german-shepherd,FB,German Shepherd Dog Club of America,https://www.facebook.com/GermanShepherdDogClubofAmerica/,page,,Official parent-club page,2026-07-15,new
german-shepherd,FB,German Shepherd Lovers,https://www.facebook.com/groups/478706930808305/,group,,Fan group,2026-07-15,new
german-shepherd,FB,German Shepherd Lovers & Owners Family,https://www.facebook.com/groups/germanshepherdloversandownersfamily/,group,,Owner group,2026-07-15,new
german-shepherd,FB,German Shepherd Owners,https://www.facebook.com/groups/officialgermanshepherdloversgroup/,group,,Owner group,2026-07-15,new
german-shepherd,FB,German Shepherds Family,https://www.facebook.com/groups/germanshepherdsfamily/,group,,Owner group,2026-07-15,new
german-shepherd,FB,Greater Sacramento German Shepherd Group,https://www.facebook.com/groups/465921553561107/,group,,Regional meetup group,2026-07-15,new
german-shepherd,FB,Just4GSD Group,https://www.facebook.com/groups/Just4GSDgroup/,group,,Breed group,2026-07-15,new
german-shepherd,FB,The German Shepherd Dog Community,https://www.facebook.com/TheGSDC/,@TheGSDC,"2,298,862 likes",Huge breed page — top FB target,2026-07-15,new
german-shepherd,IG,Biggie the German Shepherd,https://www.instagram.com/biggietheshepherd/,@biggietheshepherd,61K,Adventure/feel-good owner content,2026-07-15,new
german-shepherd,IG,Cooper the German Shepherd,https://www.instagram.com/cooper.thegs/,@cooper.thegs,68K,5-generation pedigree GSD,2026-07-15,new
german-shepherd,IG,German Shepherd Dog (GSD),https://www.instagram.com/gsdstagram/,@gsdstagram,345K,"Breed account, promotes products/brands — open to collabs",2026-07-15,new
german-shepherd,IG,German Shepherd Man,https://www.instagram.com/germanshepherdman/,@germanshepherdman,,GSD trainer personality,2026-07-15,new
german-shepherd,IG,German Shepherd World,https://www.instagram.com/thegermanshepherdworld/,@thegermanshepherdworld,424K,Big breed fan account,2026-07-15,new
german-shepherd,IG,I Love German Shepherd,https://www.instagram.com/ilovegermanshepherd/,@ilovegermanshepherd,,Breed fan account,2026-07-15,new
german-shepherd,IG,Maverick the German Shepherd,https://www.instagram.com/mrmavthegsd/,@mrmavthegsd,"8,449","Adopted GSD, Melbourne AU",2026-07-15,new
german-shepherd,IG,Strider the German Shepherd,https://www.instagram.com/strider.gsd/,@strider.gsd,228K,"Red sable GSD, US-born living in Germany",2026-07-15,new
giant-schnauzer,FB,Asgardian Giant Schnauzer,https://www.facebook.com/AsgardianGiants,@AsgardianGiants,,Breeder page,2026-07-15,new
giant-schnauzer,FB,Giant Schnauzer (group),https://www.facebook.com/groups/2257683452/,group,,General breed group,2026-07-15,new
giant-schnauzer,FB,Giant Schnauzer Club (group),https://www.facebook.com/groups/giantschnauzerclub/,group,,Breed group,2026-07-15,new
giant-schnauzer,FB,Giant Schnauzer Club of America,https://www.facebook.com/GiantSchnauzerClub/,@GiantSchnauzerClub,,Official parent-club page,2026-07-15,new
giant-schnauzer,FB,Giant Schnauzer Lovers (group),https://www.facebook.com/groups/181722711858804/,group,,Enthusiast group,2026-07-15,new
giant-schnauzer,FB,Giant Schnauzer Sports Group GSSG (group),https://www.facebook.com/groups/giantschnauzersportsgroup/,group,,Dog-sports focused,2026-07-15,new
giant-schnauzer,FB,Giant Schnauzers Of Houston Texas (group),https://www.facebook.com/groups/752722235286927/,group,,Regional group,2026-07-15,new
giant-schnauzer,FB,Giant Schnauzers Of IG,https://www.facebook.com/giantschnauzersofficial/,@giantschnauzersofficial,175000,Likes; FB arm of the IG feature account,2026-07-15,new
giant-schnauzer,FB,Mid-American Giant Schnauzer Club (group),https://www.facebook.com/groups/519501174902185/,group,,Regional club group,2026-07-15,new
giant-schnauzer,IG,Giant Schnauzer Vader,https://www.instagram.com/giantschnauzervader/,@giantschnauzervader,,FL dog account,2026-07-15,new
giant-schnauzer,IG,Giant Schnauzers,https://www.instagram.com/giantschnauzers/,@giantschnauzers,34K,Breed feature account,2026-07-15,new
giant-schnauzer,IG,Giant Schnauzers of Florida,https://www.instagram.com/lngiants/,@lngiants,902,Breeder account,2026-07-15,new
giant-schnauzer,IG,Giant Schnauzers of IG,https://www.instagram.com/giantschnauzersofinsta/,@giantschnauzersofinsta,27K,Community/feature account,2026-07-15,new
giant-schnauzer,IG,Kalidor Kennel,https://www.instagram.com/kalidorkennels/,@kalidorkennels,500,NY breeder,2026-07-15,new
giant-schnauzer,IG,Maz Giant Schnauzers,https://www.instagram.com/mazgiantschnauzers/,@mazgiantschnauzers,1331,SoCal breeder,2026-07-15,new
giant-schnauzer,IG,Royal Giant Schnauzer,https://www.instagram.com/royalgiantschnauzer/,@royalgiantschnauzer,,Breed account,2026-07-15,new
giant-schnauzer,IG,Royal the Giant Schnauzer,https://www.instagram.com/royal_the_giant_schnauzer/,@royal_the_giant_schnauzer,,Dog account,2026-07-15,new
giant-schnauzer,IG,my.giant.schnauzers,https://www.instagram.com/my.giant.schnauzers/,@my.giant.schnauzers,,Breed account,2026-07-15,new
golden-mountain-dog,FB,Coventry Bernese and Golden Mountain Dogs,https://www.facebook.com/Coventrybernesemountaindogs/,page,,Pottstown PA breeder page,2026-07-15,new
golden-mountain-dog,FB,Golden Mountain Dogs (page),https://www.facebook.com/goldenmountaindog/,@goldenmountaindog,,Community page for Berner + Golden lovers,2026-07-15,new
golden-mountain-dog,FB,Golden Mountain Dogs (public group),https://www.facebook.com/groups/105455644573/,group,,"Active public group, breed Q&A posts",2026-07-15,new
golden-mountain-dog,FB,Western Rocky Golden Mountain Dogs,https://www.facebook.com/westernrockygmds/,@westernrockygmds,,Grand Junction CO breeder page,2026-07-15,new
golden-mountain-dog,IG,Denali the Golden Mountain Dog,https://www.instagram.com/denalidogadventures/,@denalidogadventures,,"Individual dog, Marblehead MA / Ludlow VT adventure account",2026-07-15,new
golden-mountain-dog,IG,Golden Mountain Dogs,https://www.instagram.com/goldenmountaindogs/,@goldenmountaindogs,3175,Breed community account (Berner x Golden content),2026-07-15,new
golden-mountain-dog,IG,Hank the Golden Mountain Dog,https://www.instagram.com/hank.goldenmountaindog/,@hank.goldenmountaindog,,"Individual dog, London Ontario (b. 2018)",2026-07-15,new
golden-mountain-dog,IG,Maverick the Golden Mountain Dog,https://www.instagram.com/maverick_thegoldenmountaindog/,@maverick_thegoldenmountaindog,,"Individual dog, Denver CO, born 2023",2026-07-15,new
golden-mountain-dog,IG,Roberds Farm Golden Retrievers,https://www.instagram.com/roberdsfarmgoldenretrievers/,@roberdsfarmgoldenretrievers,,Breeder seen posting GMD litters,2026-07-15,new
golden-mountain-dog,IG,Western Rocky Golden Mountain Dogs,https://www.instagram.com/westernrockygmds/,@westernrockygmds,,"Colorado breeder account, posts reels",2026-07-15,new
goldendoodle,FB,Golden Doodle Lovers,https://www.facebook.com/groups/goldendoodlelover/,group,,Enthusiast group,2026-07-15,new
goldendoodle,FB,Golden Doodle Owners,https://www.facebook.com/groups/goldendoodleowner/,group,,"Owners group, active intro posts seen",2026-07-15,new
goldendoodle,FB,Goldendoodle Association of North America,https://www.facebook.com/GoldendoodleAssociation/,@GoldendoodleAssociation,,Official club page (plus legacy group at facebook.com/groups/57961526095/),2026-07-15,new
goldendoodle,FB,Goldendoodle Love,https://www.facebook.com/groups/goldendoodlelove/,group,,Enthusiast group,2026-07-15,new
goldendoodle,FB,Goldendoodle Lovers,https://www.facebook.com/groups/3202886589848201/,group,,Enthusiast group,2026-07-15,new
goldendoodle,FB,Goldendoodle World,https://www.facebook.com/groups/319488060271241/,group,,Enthusiast group,2026-07-15,new
goldendoodle,IG,Acadia Goldendoodles,https://www.instagram.com/acadiagoldendoodles/,@acadiagoldendoodles,,Gold-level GANA breeder,2026-07-15,new
goldendoodle,IG,Adorable Goldendoodles,https://www.instagram.com/adorablegoldendoodles/,@adorablegoldendoodles,,Breed account,2026-07-15,new
goldendoodle,IG,Bentley The Goldendoodle Puppy,https://www.instagram.com/minidoodlebentley/,@minidoodlebentley,336K,Wholesome family content,2026-07-15,new
goldendoodle,IG,Brodie That Dood,https://www.instagram.com/brodiethatdood/,@brodiethatdood,2M,"""Your local serotonin dealer"" — top goldendoodle influencer",2026-07-15,new
goldendoodle,IG,Doodles Los Angeles,https://www.instagram.com/doodlesla/,@doodlesla,19K,LA doodle page,2026-07-15,new
goldendoodle,IG,GANA Certified Breeders,https://www.instagram.com/ganabreeders/,@ganabreeders,,Official breed-club account — pairs with GANA website outreach,2026-07-15,new
goldendoodle,IG,Goldendoodle Lovely,https://www.instagram.com/goldendoodlelovely/,@goldendoodlelovely,,"Breeder (goldendoodles/bernedoodles/cavapoos), run by Jill",2026-07-15,new
goldendoodle,IG,Goldendoodles of Miami,https://www.instagram.com/goldendoodlesofmiami/,@goldendoodlesofmiami,21K,Doodle-matching service page,2026-07-15,new
goldendoodle,IG,Humphrey Goldendoodle,https://www.instagram.com/bigbearhumphrey/,@bigbearhumphrey,113K,"Hobart, Australia — ""happiest pup on the internet""",2026-07-15,new
goldendoodle,IG,Indy The Goldendoodle,https://www.instagram.com/indythegoldendoodle/,@indythegoldendoodle,42K,Atlanta certified therapy dog,2026-07-15,new
goldendoodle,IG,Ollie the Goldendoodle,https://www.instagram.com/itsyaboyollie/,@itsyaboyollie,,Puppy owner account,2026-07-15,new
goldendoodle,IG,Paws of Love Doodles,https://www.instagram.com/pawsoflovedoodles/,@pawsoflovedoodles,,Goldendoodle puppies page,2026-07-15,new
goldendoodle,IG,Samson The Goldendoodle,https://www.instagram.com/samsonthedood/,@samsonthedood,1M,F1b NYC-family account,2026-07-15,new
goldendoodle,IG,Tuppence O'Henry,https://www.instagram.com/ohenryandtuppy/,@ohenryandtuppy,,Toronto petite mini goldendoodle account,2026-07-15,new
labradoodle,FB,Australian Labradoodle Association of America,https://www.facebook.com/alaalabradoodles/,@alaalabradoodles,,Official ALAA page,2026-07-15,new
labradoodle,FB,Doodle Rescue SoCal,https://www.facebook.com/p/Doodle-Rescue-SoCal-Labradoodle-Goldendoodle-Rescue-Southern-California-100064626852298/,page,,"Labradoodle+goldendoodle rescue, SoCal",2026-07-15,new
labradoodle,FB,Labradoodle,https://www.facebook.com/groups/labradoodle/,group,,Exact-name breed group,2026-07-15,new
labradoodle,FB,Labradoodle Club,https://www.facebook.com/groups/labradoodleclub/,group,,Active group (recent posts seen),2026-07-15,new
labradoodle,FB,Labradoodle Lovers,https://www.facebook.com/groups/643218265877685/,group,,Enthusiast group,2026-07-15,new
labradoodle,FB,Labradoodle Owners,https://www.facebook.com/groups/labradoodleowners/,group,,Active owners group (new-member intros seen 2026),2026-07-15,new
labradoodle,IG,Bunji Australian Labradoodles,https://www.instagram.com/bunjidoodles/,@bunjidoodles,42K,"Michigan breeder, health-tested pups",2026-07-15,new
labradoodle,IG,Canadoodle Labradoodles,https://www.instagram.com/canadoodles/,@canadoodles,"1,528",BC Canada breeder — pairs with blog.canadoodles.com,2026-07-15,new
labradoodle,IG,Dazzling Labradoodles,https://www.instagram.com/dazzling_labradoodles/,@dazzling_labradoodles,,Breeder account,2026-07-15,new
labradoodle,IG,Elite Blend Labradoodles,https://www.instagram.com/eliteblend.labradoodles/,@eliteblend.labradoodles,"6,564",ALAA-registered breeder,2026-07-15,new
labradoodle,IG,Fien,https://www.instagram.com/labradoodlefien/,@labradoodlefien,11K,"Australian labradoodle, Netherlands (posts long-running account)",2026-07-15,new
labradoodle,IG,Italian Teddy Bear Labradoodle,https://www.instagram.com/italianlabradoodle/,@italianlabradoodle,24K,Italy-based; check language before outreach,2026-07-15,new
labradoodle,IG,Labradoodles of Instagram,https://www.instagram.com/labradoodles_of_instagram/,@labradoodles_of_instagram,59K,Community feature account — reposts owner dogs,2026-07-15,new
labradoodle,IG,Layla Labradoodle,https://www.instagram.com/laylaloveskisses/,@laylaloveskisses,3.7K,Owner account,2026-07-15,new
labradoodle,IG,Loveable Labradoodles (Becky),https://www.instagram.com/loveablelabradoodles/,@loveablelabradoodles,23K,"ALAA breeder, Atascadero CA — pairs with website prospect",2026-07-15,new
labradoodle,IG,Loving Labradoodles,https://www.instagram.com/loving.labradoodle/,@loving.labradoodle,"1,779",Bay Area ALAA/WALA breeder,2026-07-15,new
labradoodle,IG,Michigan Labradoodles,https://www.instagram.com/mi_labradoodles/,@mi_labradoodles,899,Breeder,2026-07-15,new
labradoodle,IG,Mini Labradoodle,https://www.instagram.com/minilabradoodle/,@minilabradoodle,644,Exact-match handle owner account,2026-07-15,new
labradoodle,IG,Sawyer the Labradoodle,https://www.instagram.com/sawyertheminidood/,@sawyertheminidood,68K,LA mini Australian labradoodle puppy,2026-07-15,new
maltese,FB,American Maltese Association,https://www.facebook.com/AmericanMalteseAssociation/,page,,Official AKC parent-club page,2026-07-15,new
maltese,FB,American Maltese Association Rescue,https://www.facebook.com/americanmalteseassociationrescue/,page,,Rescue arm page,2026-07-15,new
maltese,FB,Maltese Club of Southern California,https://www.facebook.com/MalteseClubOfSouthernCalifornia/,page,,Regional club page,2026-07-15,new
maltese,FB,Maltese Dogs (UK),https://www.facebook.com/groups/37508038532/,group,,UK breed group,2026-07-15,new
maltese,FB,Maltese Love,https://www.facebook.com/malteselove/,@malteselove,"9,280 likes",Fan page,2026-07-15,new
maltese,FB,Maltese Lovers,https://www.facebook.com/maltesedoglovers/,@maltesedoglovers,"4,167 likes",Fan page,2026-07-15,new
maltese,FB,Maltese Lovers Community,https://www.facebook.com/groups/341485568878858/,group,,Owner community group,2026-07-15,new
maltese,FB,Maltese Owners Club,https://www.facebook.com/MalteseOwnersClub/,@MalteseOwnersClub,,"Owner page, posts video content",2026-07-15,new
maltese,FB,Maltese Owners and Lovers,https://www.facebook.com/groups/945320222687018/,group,,Owner group,2026-07-15,new
maltese,FB,Maltese lovers only,https://www.facebook.com/maltese0054/,@maltese0054,"4,511 likes",Fan page,2026-07-15,new
maltese,FB,"Maltese""R""Us — Everything Maltese",https://www.facebook.com/maltese.dogs,@maltese.dogs,,Breed content page,2026-07-15,new
maltese,FB,Northcentral Maltese Rescue (group),https://www.facebook.com/groups/692429127487849/,group,,Rescue group,2026-07-15,new
maltese,FB,Spoiled Maltese.com,https://www.facebook.com/p/Spoiled-Maltesecom-100064198412230/,page,,FB page of the 66K-member forum,2026-07-15,new
maltese,IG,Annabella,https://www.instagram.com/annabellathemaltese/,@annabellathemaltese,"1,120","Finland, born 2021",2026-07-15,new
maltese,IG,Archie,https://www.instagram.com/archie.maltanczyk/,@archie.maltanczyk,"2,450",Kraków/Toronto Maltese,2026-07-15,new
maltese,IG,Coco & Cici,https://www.instagram.com/cocothemaltesedog/,@cocothemaltesedog,560K,"""Queens of pink bellies,"" registered therapy dogs, Scottsdale AZ; huge TikTok engagement",2026-07-15,new
maltese,IG,Daisydog Maltese,https://www.instagram.com/daisydog_maltese/,@daisydog_maltese,,Maltese account seen in results,2026-07-15,new
maltese,IG,Dee's Maltese,https://www.instagram.com/dees_maltese/,@dees_maltese,"7,291",Owner account,2026-07-15,new
maltese,IG,Duchess,https://www.instagram.com/duchess.maltese/,@duchess.maltese,"6,082","Maltese puppy account, Minnesota",2026-07-15,new
maltese,IG,MLA Pets,https://www.instagram.com/mylittleangels_pets/,@mylittleangels_pets,139K,UK registered breeder — Maltese/Maltipoo/teacup,2026-07-15,new
maltese,IG,Maltese World,https://www.instagram.com/maltese__dogs_/,@maltese__dogs_,120K,Breed feature/community account + merch,2026-07-15,new
maltese,IG,Nunu,https://www.instagram.com/nunu_maltese_dog/,@nunu_maltese_dog,,6-year-old female Maltese,2026-07-15,new
maltese,IG,Teddy,https://www.instagram.com/maltese_puppy_teddy/,@maltese_puppy_teddy,122K,"""Hottest Maltese on Instagram""",2026-07-15,new
maltipoo,FB,MALTIPOO PUPPY LOVERS CLUB,https://www.facebook.com/groups/3948184672138864/,group,,Puppy lovers group,2026-07-15,new
maltipoo,FB,Maltese and Maltipoo Puppies for Adoption and Rehoming,https://www.facebook.com/groups/maltipoopuppy/,group,,Adoption/rehoming group,2026-07-15,new
maltipoo,FB,Maltipoo Lovers,https://www.facebook.com/Maltipooluv/,@Maltipooluv,,"""Pets are family"" community page",2026-07-15,new
maltipoo,FB,Maltipoo Lovers (Unity),https://www.facebook.com/groups/maltipoounity/,group,,Lovers group with vanity URL,2026-07-15,new
maltipoo,FB,Maltipoo Lovers Group,https://www.facebook.com/groups/1075619636906632/,group,,Lovers group,2026-07-15,new
maltipoo,FB,Maltipoo Owners,https://www.facebook.com/groups/maltipooowwners/,group,,"Main owners group, very active (breeder recs, photo threads)",2026-07-15,new
maltipoo,FB,Maltipoo Owners UK + Europe,https://www.facebook.com/MaltipooOwnersUk.plus.Europe/,@MaltipooOwnersUk.plus.Europe,,Regional owners page,2026-07-15,new
maltipoo,FB,Maltipoo Rehoming Adoption and Rescue,https://www.facebook.com/MaltipooRehomingAdoption/,@MaltipooRehomingAdoption,,USA/Canada rehoming page,2026-07-15,new
maltipoo,FB,Maltipoo puppy lovers,https://www.facebook.com/groups/1642443633297396/,group,,Puppy lovers group,2026-07-15,new
maltipoo,FB,SoCal Maltipoo Lovers,https://www.facebook.com/groups/355544078207719/,group,,Regional SoCal group,2026-07-15,new
maltipoo,FB,Teacup poodles and Maltipoos by Lily,https://www.facebook.com/p/Teacup-poodles-and-Maltipoos-by-Lily-100064680400187/,page,,Dual-breed breeder page (also a teacup-poodle prospect),2026-07-15,new
maltipoo,IG,Chiffon the Maltipoo,https://www.instagram.com/chiffonthemaltipoo/,@chiffonthemaltipoo,207K,NY dog-mom lifestyle/fashion — biggest maltipoo account found,2026-07-15,new
maltipoo,IG,Maltipoo Nederland,https://www.instagram.com/maltipoo.nederland/,@maltipoo.nederland,"9,579",NL maltipoo account (teacup/micro/mini),2026-07-15,new
maltipoo,IG,Maltipoo Polly,https://www.instagram.com/maltipoo.polly/,@maltipoo.polly,,European owner account,2026-07-15,new
maltipoo,IG,Maltipoo Puppy USA,https://www.instagram.com/maltipoo_puppy_usa/,@maltipoo_puppy_usa,254,"Rehoming/adoption account, small",2026-07-15,new
maltipoo,IG,Maltipoo World Club,https://www.instagram.com/maltipoo.world.club/,@maltipoo.world.club,71K,Breeder network (Budapest/Kyiv/Krakow/Dubai) covering maltipoo+cavapoo,2026-07-15,new
maltipoo,IG,Maltipoo World Puppies,https://www.instagram.com/maltipoo.world.puppies/,@maltipoo.world.puppies,15K,"Same network, puppies account",2026-07-15,new
maltipoo,IG,Maltipoo World UAE,https://www.instagram.com/maltipoo.world.uae/,@maltipoo.world.uae,"5,397","Breeder, Europe/UAE",2026-07-15,new
