breed_slug,name,type,website_url,contact_method,contact_value,email_confidence,already_contacted,note,date_added,status
chocolate-lab,Wear Wag Repeat,blog,https://wearwagrepeat.com/,form,https://wearwagrepeat.com/contact/,,no,"Tori Mistick, chocolate-lab dog-mom blog since 2013 (labs Lucy + Burt); wrote ""11 Chocolate Labs to follow on Instagram""; featured in WSJ/GMA",2026-07-15,new
chocolate-lab,AZ Lab Lovers,breeder,https://azlablovers.com/,none,https://azlablovers.com/,,no,"Arizona BBB-accredited breeder, chocolate/black/yellow; also has FB page",2026-07-15,new
chocolate-lab,Bourbon Country Retrievers,breeder,https://bcretrievers.com/,none,https://bcretrievers.com/,,no,Central Kentucky champion chocolate lab breeder,2026-07-15,new
chocolate-lab,Dry Pond Kennel,breeder,https://www.drypondkennel.com/,none,https://www.drypondkennel.com/,,no,"South Carolina AKC/UKC chocolate lab specialist, champion bloodlines",2026-07-15,new
chocolate-lab,Heatherdowns Labradors,breeder,https://heatherdownslabradors.com/,none,https://heatherdownslabradors.com/,,no,Colorado; black/chocolate/yellow labs,2026-07-15,new
chocolate-lab,Hidden Pond Labradors,breeder,https://hiddenpondlabradors.com/chocolate-labs/,none,https://hiddenpondlabradors.com/blog/,,yes,Family chocolate-lab breeder with active training-tips blog,2026-07-15,new
chocolate-lab,Kenya Labradors,breeder,http://kenyalabradors.com/california/english-lab-breeder.html,none,http://kenyalabradors.com/,,no,California chocolate English lab breeder,2026-07-15,new
chocolate-lab,Larke Lab Kennels,breeder,https://www.labkennels.com/,none,https://www.labkennels.com/,,no,Williamsburg PA; award-winning labs incl. chocolate,2026-07-15,new
chocolate-lab,RidgeView Labradors,breeder,https://ridgeviewlabs.com/,none,https://ridgeviewlabs.com/,,no,35+ yrs; black/yellow/chocolate,2026-07-15,new
chocolate-lab,Smoky Mtn Chocolate Labradors,breeder,https://chocolatelabradors.com/,none,https://chocolatelabradors.com/,,no,"East TN, ~4 decades breeding; owns the exact-match chocolatelabradors.com domain",2026-07-15,new
chocolate-lab,Tried and True Labradors,breeder,https://www.triedandtruelabradors.com/,none,https://www.triedandtruelabradors.com/,,no,English lab breeder incl. chocolate,2026-07-15,new
chocolate-lab,Labrador Retriever Club of the Potomac,club,https://lrcp.com/,none,https://lrcp.com/,,no,Hosts the world's largest Labrador specialty show — strong personalization hook,2026-07-15,new
chocolate-lab,The Labrador Retriever Club Inc.,club,https://thelabradorclub.com/,none,https://thelabradorclub.com/rescue-organizations/,,no,AKC national parent club; maintains breeder + rescue directories,2026-07-15,new
chocolate-lab,Lab Rescue LRCP,rescue,https://www.lab-rescue.org/,none,https://www.lab-rescue.org/,,no,Mid-Atlantic volunteer lab rescue (VA/MD/DC/DE/WV/PA/NC),2026-07-15,new
chocolate-lab,Labrador Rescuers,rescue,https://www.labrescuers.org/,none,https://www.labrescuers.org/,,no,"San Diego/CA rescue, 20 yrs, focus on medical-needs labs",2026-07-15,new
chocolate-lab,Labrador Retriever Rescue (LRR),rescue,https://lrr.org/,none,https://lrr.org/,,no,All-volunteer mid-Atlantic lab rescue,2026-07-15,new
chocolate-lab,Labs4Rescue,rescue,https://labs4rescue.com/,form,https://labs4rescue.com/contact,,no,"501(c)(3), 15,000 labs rehomed since 2002; CT-based, New England + South; active FB/IG",2026-07-15,new
chocolate-lab,West Coast Labrador Retriever Rescue,rescue,https://wclrr.org/,none,https://wclrr.org/,,no,SoCal all-volunteer 501(c)(3),2026-07-15,new
cockapoo,Cockapoo HQ,blog,https://www.cockapoohq.com/,email,cockapoohq@gmail.com,med,no,Owner blog by Mike + cockapoo Luna; has advertising page (open to partnerships); contact /contact/,2026-07-15,new
cockapoo,Freya the Cockapoo,blog,https://freyathecockapoo.com/,none,https://freyathecockapoo.com/,,yes,"First-time-owner blog since 2019 (Freya & Frankie), ~2K organic views/mo; IG @freya.and.frankie, Twitter @Sally_AnneR",2026-07-15,new
cockapoo,cockapoo.me,blog,https://cockapoo.me/,none,https://cockapoo.me/,,no,Cockapoo info site with regional rescue guides (SE/NW England),2026-07-15,new
cockapoo,Chesley Hill Cockapoos,breeder,https://www.chesleyhillcockapoos.com/blog,none,https://www.chesleyhillcockapoos.com/,,no,Family boutique breeder with active blog,2026-07-15,new
cockapoo,OZ Cockapoos,breeder,https://www.ozcockapoos.com/,none,https://www.ozcockapoos.com/,,no,Small hobby breeder,2026-07-15,new
cockapoo,American Cockapoo Club,club,https://americancockapooclub.com/,form,https://americancockapooclub.com/contact.asp,high,no,North American registry dedicated to cockapoo as its own breed,2026-07-15,new
cockapoo,British Cockapoo Society,club,https://www.britishcockapoosociety.com/,none,https://www.britishcockapoosociety.com/,,no,Second UK cockapoo body,2026-07-15,new
cockapoo,Cockapoo Club of America,club,https://www.cockapooclubofamerica.com/,none,https://www.cockapooclubofamerica.com/,,no,"Founded 1998, older of the two US clubs",2026-07-15,new
cockapoo,Cockapoo Owners Club UK,club,https://cockapooownersclubuk.weebly.com/,none,https://cockapooownersclubuk.weebly.com/,,yes,Owner club; also runs FB group; has adoption listings page,2026-07-15,new
cockapoo,The Cockapoo Club of GB (CCGB),club,https://www.cockapooclubgb.co.uk/,email,hello@cockapooclubgb.co.uk,med,no,"10,000+ members, founded 2011; contact page /contact-us/; biggest UK cockapoo org",2026-07-15,new
cockapoo,Barking Mad,media,https://www.barkingmad.uk.com/blog/dog-ownership/owning-a-cockapoo-guide/,none,https://www.barkingmad.uk.com/,,no,UK dog-sitting brand blog with cockapoo owner guide,2026-07-15,new
cockapoo,Cockapoo For Sale UK,media,https://www.cockapooforsale.co.uk/,form,https://www.cockapooforsale.co.uk/contact-us/,high,no,"Cockapoo info/directory site (breeders, gifts, FAQs)",2026-07-15,new
cockapoo,dogsblog.com,media,https://www.dogsblog.com/category/cockapoo/,none,https://www.dogsblog.com/,,no,UK dogs-for-adoption media site with dedicated cockapoo category,2026-07-15,new
cockapoo,helloBARK,media,https://hellobark.com/social-stars/20-cockapoos-to-follow-on-instagram/,none,https://hellobark.com/,,no,"Dog media site; runs breed + IG-roundup listicles — natural fit for a ""live dog show"" story",2026-07-15,new
cockapoo,I Love My Cockapoo Forums,other,https://www.ilovemycockapoo.com/,none,https://www.ilovemycockapoo.com/,,no,Long-running cockapoo owner forum,2026-07-15,new
cockapoo,Cockapoo Rescue GB,rescue,https://cockapoorescuegb.org/,form,https://cockapoorescuegb.org/ask-for-help/,high,no,CCGB-linked rehoming + rehabilitation charity; also on FB,2026-07-15,new
dachshund,Dachshund Club of America,club,https://www.dachshundclubofamerica.org/,form,https://www.dachshundclubofamerica.org/contact-us/,,no,local-club list is a Google Sheet (fetch timed out); rescue page at /rescue/,2026-07-15,new
dachshund,Dallas-Fort Worth Dachshund Club,club,https://www.dfwdachshund.com/,none,,,no,regional club with own rescue page,2026-07-15,new
dachshund,Dachshund Rescue of North America (DRNA contact),rescue,https://www.drna.org/,form,https://www.drna.org/contact.php,,no,7000+ placements; phone (703) 362-1389 in snippet,2026-07-15,new
dachshund,Doxie By Proxy (rescues directory),rescue,https://www.doxiebyproxy.org/dachshund-rescues,none,,,no,maintains a dachshund-rescues directory — mining source,2026-07-15,new
dalmatian,Dalmatian DIY,blog,https://www.dalmatiandiy.com/,none,https://www.dalmatiandiy.com/about/,low,no,"Laura; homemade dog-treat recipes + crafts, blog dog Humphrey (11yo Dal) — strong personalization hook",2026-07-15,new
dalmatian,Bedlam Acres Dalmatians,breeder,https://www.bedlamdalmatians.ca/dog-blog/the-truth-about-dalmatians,none,https://www.bedlamdalmatians.ca/,low,no,"Canadian breeder with honest ""Truth About Dalmatians"" blog",2026-07-15,new
dalmatian,Caprilli Dalmatians,breeder,https://www.caprilli-dalmatians.com/,none,https://www.caprilli-dalmatians.com/,low,no,Owner/exhibitor/breeder site,2026-07-15,new
dalmatian,Dallas Dalmatians,breeder,https://www.dallasdalmatians.com/,none,https://www.dallasdalmatians.com/,low,no,"Small Dallas TX kennel, breeding since 2021",2026-07-15,new
dalmatian,Mid-Michigan Dalmatians,breeder,https://www.midmichdalmatians.com/,none,https://www.midmichdalmatians.com/,low,no,"Family breeder, Michigan",2026-07-15,new
dalmatian,RockADal (Rock A Dalmatian),breeder,https://rockadalmatian.com/,none,https://rockadalmatian.com/,low,no,Tennessee; puppy-curriculum socialization angle,2026-07-15,new
dalmatian,Spot N My Heart Dalmatians,breeder,https://spotnmyheart.com/,none,https://spotnmyheart.com/,low,no,"Cameron, Oroville CA; in breed since 2014",2026-07-15,new
dalmatian,British Dalmatian Club,club,https://www.britishdalmatianclub.org.uk/,form,https://www.britishdalmatianclub.org.uk/info/index.php?action=contact,high,no,UK breed club; contact page URL confirmed on fetched homepage; runs shows + welfare arm,2026-07-15,new
dalmatian,Dalmatian Club of America,club,https://dalmatianclubofamerica.org/,none,https://dalmatianclubofamerica.org/find-a-dalmatian/,low,no,AKC parent club since 1905; contact fetch timed out — has breeder-search tool,2026-07-15,new
dalmatian,Dalmatian Club of Greater New York,club,https://www.dcgny.org/,none,,,no,regional DCA club,2026-07-15,new
dalmatian,Dalmatian Club of North Texas,club,https://thedcnt.org/,none,https://thedcnt.org/,low,no,Regional TX breed club,2026-07-15,new
dalmatian,Dalmatian Club of Northern California,club,https://dalclubnorcal.com/,none,,,no,regional club,2026-07-15,new
dalmatian,Puget Sound Dalmatian Club,club,https://pugetsounddalmatianclub.org/,none,,,no,"regional DCA member club, WA",2026-07-15,new
dalmatian,LUA Dalmatians World,media,https://www.luadalmatians-world.com/enus/dalmatian-breeders,none,https://www.luadalmatians-world.com/,low,no,LUA (low uric acid) Dalmatian info + international breeder directory,2026-07-15,new
dalmatian,Dalmatian Club of America Foundation,other,https://dcaf.org/rescue-support/,none,https://dcaf.org/,low,no,Charity arm; maintains list of affiliated Dal rescues (good hub for more prospects),2026-07-15,new
dalmatian,Dalmatian Assistance League (Dalsavers),rescue,http://www.dalsavers.org/,none,,,no,,2026-07-15,new
dalmatian,Dalmatian Rescue (Tampa),rescue,https://www.dalmatianrescue.com/,none,https://www.dalmatianrescue.com/our-journey,low,no,"""Safe haven for Dalmatians in need""; has Our Journey story page",2026-07-15,new
dalmatian,Dalmatian Rescue of Colorado,rescue,https://dalmatianrescueco.org/,none,https://dalmatianrescueco.org/,low,no,Operating since 1996,2026-07-15,new
dalmatian,Dalmatian Rescue of North Texas,rescue,https://www.dalpal.com/,none,https://www.dalpal.com/,low,no,"All-volunteer 501(c)3, Plano TX; also on FB",2026-07-15,new
dalmatian,Dalmatian Rescue of Southern California,rescue,http://www.dalrescuesocal.com/,none,http://www.dalrescuesocal.com/,low,no,Newport Beach; pulls Dals from SoCal high-kill shelters,2026-07-15,new
dalmatian,Save the Dalmatians & Others Canine Rescue,rescue,https://savethedals.org/,none,https://savethedals.org/,low,no,"501(c)3, rescue/rehab/rehome via fostering",2026-07-15,new
dalmatian,Willing Hearts Dalmatian Rescue,rescue,https://www.whdr.org/,none,https://www.whdr.org/,low,no,Dal rescue org,2026-07-15,new
french-bulldog,French Bulldog Owner,blog,https://frenchbulldogowner.com/,none,https://frenchbulldogowner.com/,,yes,"UK owner blog by Marc & Jemma, dog ""Claude""; email masked in snippets",2026-07-15,new
french-bulldog,FrenchBulldog.org,blog,https://frenchbulldog.org/,none,https://frenchbulldog.org/,,no,"Breed info site: health, guides, lifestyle, news",2026-07-15,new
french-bulldog,FrenchieChat,blog,https://frenchiechat.com/blog/,none,https://frenchiechat.com/,,yes,"Frenchie community blog: care, health, training",2026-07-15,new
french-bulldog,Topdog French Bulldogs,blog,https://topdogfrenchbulldogs.com/french-bulldog-blog/,none,https://topdogfrenchbulldogs.com/,,no,Owner-education Frenchie blog,2026-07-15,new
french-bulldog,You Winnie Some Frenchies (French Bull-Blog),blog,https://www.youwinniesomefrenchies.com/the-french-bull-blog,none,https://www.youwinniesomefrenchies.com/,,yes,Small owner-run Frenchie blog,2026-07-15,new
french-bulldog,TomKings Kennel,breeder,https://tomkingskennel.com/,none,https://tomkingskennel.com/,,no,"Large family-run breeder network, 1,000+ Frenchies placed in US; active blog",2026-07-15,new
french-bulldog,French Bull Dog Club of America,club,https://frenchbulldogclub.org/,none,https://frenchbulldogclub.org/,,no,Oldest Frenchie club in the world (1897); runs breeder referral list,2026-07-15,new
french-bulldog,French Bulldog Club of Colorado,club,https://www.frenchbulldogclubofcolorado.com/,none,https://www.frenchbulldogclubofcolorado.com/,,no,Regional Frenchie club,2026-07-15,new
french-bulldog,French Bulldog Fanciers of Mid-Fla,club,http://www.frenchbulldogfanciersofmidfl.com/,email,karenforgione@aol.com,high,no,president; club email on directory rendered mangled — use president's,2026-07-15,new
french-bulldog,French Bulldog Fanciers of Southern California,club,http://www.frenchiesfirst.com,email,Frnchbuldg@gmail.com,high,no,VP Jennifer Stampfl mailto on fetched directory,2026-07-15,new
french-bulldog,Heartland French Bulldog Club,club,https://www.heartlandfrenchbulldogclub.org/,none,https://www.heartlandfrenchbulldogclub.org/,,no,Regional Frenchie club,2026-07-15,new
french-bulldog,Northern California French Bulldog Club,club,https://ncfbc.com/,none,https://ncfbc.com/,,no,Regional AKC-affiliated club,2026-07-15,new
french-bulldog,French Bulldog News (forum),media,https://www.frenchbulldognews.com/,none,https://www.frenchbulldognews.com/,,no,"Long-running Frenchie forum: rescue, health, meetups",2026-07-15,new
french-bulldog,French Bullevard,media,https://frenchbullevard.com/frenchie-news/,none,https://frenchbullevard.com/,,no,Frenchie news/lifestyle site,2026-07-15,new
french-bulldog,Frenchiestore Blog,media,https://frenchiestore.com/blogs/frenchie-blog,none,https://frenchiestore.com/,,no,Frenchie apparel brand with active breed blog,2026-07-15,new
french-bulldog,DFW French Bulldog Rescue,rescue,https://dfwfrenchbulldogrescue.org/,none,https://dfwfrenchbulldogrescue.org/,,no,Dallas–Fort Worth Frenchie rescue,2026-07-15,new
french-bulldog,French Bulldog Rescue & Adoption,rescue,https://www.frenchbulldogrescueandadoption.com/,none,https://www.frenchbulldogrescueandadoption.com/,,no,Registered charity rehoming Frenchies since 2011,2026-07-15,new
french-bulldog,French Bulldog Rescue Network (FBRN),rescue,https://frenchbulldogrescue.org/,form,https://frenchbulldogrescue.org/contact-us/,,no,Major US/Canada Frenchie rescue; rescues from mills/shelters,2026-07-15,new
french-bulldog,French Bulldog Village Rescue,rescue,https://frenchbulldogvillage.net/,email,socialmedia@frenchbulldogvillage.org,med,no,Dedicated social-media contact address — ideal for feature pitches,2026-07-15,new
french-bulldog,Rescue French Bulldogs,rescue,https://www.rescuefrenchbulldogs.org/,none,https://www.rescuefrenchbulldogs.org/,,no,"501(c)(3), official rescue of FrenchBulldog.com, est. 2020",2026-07-15,new
french-bulldog,Rocky Mountain French Bulldog Rescue,rescue,https://www.rmfbr.org/,none,https://www.rmfbr.org/,,no,"Women-led Colorado nonprofit since 2014, special-needs focus",2026-07-15,new
french-bulldog,SoCal French Bulldog Rescue,rescue,https://socalfrenchbdrescue.org/,none,https://socalfrenchbdrescue.org/,,no,Rescues sick/injured Frenchies in Southern California,2026-07-15,new
german-shepherd,GermanShepherd101,blog,https://germanshepherd101.com/,form,https://germanshepherd101.com/contact/,,yes,"First-time-GSD-owner resource; publishes ""top GSD blogs"" listicles (link-friendly)",2026-07-15,new
german-shepherd,Total German Shepherd,blog,https://www.total-german-shepherd.com/,none,https://www.total-german-shepherd.com/,,yes,Long-running owner blog,2026-07-15,new
german-shepherd,Kolenda Kennels,breeder,https://www.kolendakennels.com/,none,https://www.kolendakennels.com/,,no,"Michigan breeder, ships nationwide",2026-07-15,new
german-shepherd,Mittelwest German Shepherds,breeder,https://www.mittelwest.com/,none,https://www.mittelwest.com/,,yes,High-profile IL show/breeding kennel,2026-07-15,new
german-shepherd,GSDCA-WDA (working dog assoc) member clubs,club,http://gsdca-wda.org/asp/memberclubs.aspx,none,,,no,member-club directory page,2026-07-15,new
german-shepherd,German Shepherd Dog Club San Gabriel Valley,club,https://germanshepherddogclubsgv.org/,none,,,no,regional club,2026-07-15,new
german-shepherd,German Shepherd Dog Club of America (GSDCA),club,https://gsdca.org/,email,office@gsdca.org,high,no,AKC parent club; publishes GSD Review magazine online; also membership@gsdca.org,2026-07-15,new
german-shepherd,German Shepherd Dog Club of Greater Washington DC,club,https://gsdcgw.org/,none,https://gsdcgw.org/,,no,Regional breed club,2026-07-15,new
german-shepherd,German Shepherd Dog Club of Minneapolis & St. Paul,club,https://gsdcmsp.org/,none,https://gsdcmsp.org/,,no,"Regional GSDCA club, training + shows",2026-07-15,new
german-shepherd,German Shepherd Dog Club of Oregon,club,https://gsdcoregon.com/,none,,,no,regional club,2026-07-15,new
german-shepherd,German Shepherd Dog Club of St. Louis,club,https://gsdcstl.org/,none,,,no,regional club,2026-07-15,new
german-shepherd,Northern New Jersey German Shepherd Dog Club,club,https://www.nnjgsdc.org/,none,,,no,regional club,2026-07-15,new
german-shepherd,Rocky Mountain German Shepherd Dog Club,club,http://www.rmgsdc.org/,none,,,no,regional club,2026-07-15,new
german-shepherd,Southern New Jersey German Shepherd Dog Club,club,https://southjerseygsd.com/,none,https://southjerseygsd.com/,,no,Regional breed club,2026-07-15,new
german-shepherd,United Schutzhund Clubs of America (USCA),club,https://www.germanshepherddog.com/,none,https://www.germanshepherddog.com/,,no,Working-dog (IGP) national club; publishes its own magazine,2026-07-15,new
german-shepherd,All About Shepherds,media,https://allaboutshepherds.com/,form,https://allaboutshepherds.com/contact/,,no,Self-described first GSD news website,2026-07-15,new
german-shepherd,American German Shepherd Rescue Association,rescue,https://www.agsra.org/,email,haystacy@hotmail.com,high,no,National umbrella rescue association; email seen on homepage,2026-07-15,new
german-shepherd,German Shepherd Dog Rescue of Georgia,rescue,https://www.gashepherd.org/,none,https://www.gashepherd.org/,,no,GA rescue,2026-07-15,new
german-shepherd,German Shepherd Rescue & Adoptions,rescue,https://gsdrescue.org/,form,https://gsdrescue.org/contact-us/,,no,"NC/SC rescue, saving GSDs since 1992",2026-07-15,new
german-shepherd,German Shepherd Rescue of New England,rescue,https://gsrne.org/,form,https://gsrne.org/contact-us/,,no,New England 501c3,2026-07-15,new
german-shepherd,German Shepherd Rescue of Orange County,rescue,https://www.gsroc.org/,email,info@gsroc.org,high,no,"SoCal 501c3, active adoption program",2026-07-15,new
german-shepherd,"German Shepherd Rescue, Inc.",rescue,https://gsrescue1.org/,none,https://gsrescue1.org/,,no,Chicagoland 501c3,2026-07-15,new
german-shepherd,Mid-Atlantic German Shepherd Rescue (MAGSR),rescue,https://magsr.org/,email,help@MAGSR.org,high,no,"4,900+ adoptions since 1999",2026-07-15,new
german-shepherd,Saving Shepherds Rescue,rescue,https://www.savingshepherdsrescue.org/,none,,,no,also covers Belgian Malinois + Dutch Shepherd,2026-07-15,new
german-shepherd,ShepHeroes,rescue,https://www.shepheroes.org/,none,https://www.shepheroes.org/,,no,NorCal volunteer rescue,2026-07-15,new
german-shepherd,True North GSD Rescue,rescue,https://truenorthgsdrescue.org/,none,,,no,volunteer-run,2026-07-15,new
german-shepherd,Virginia German Shepherd Rescue,rescue,https://www.shepherdrescue.org/,email,info@vgsr.org,high,no,"All-volunteer, serves VA/MD/DC",2026-07-15,new
german-shepherd,Westside German Shepherd Rescue,rescue,https://www.sheprescue.org/,none,https://www.sheprescue.org/,,no,Large LA rescue,2026-07-15,new
giant-schnauzer,Giant Schnoos,blog,https://giantschnoos.home.blog/,none,,,no,owner-run blog,2026-07-15,new
giant-schnauzer,AKC Giant Schnauzers,breeder,https://akcgiantschnauzers.com/,none,,,yes,working + champion lines,2026-07-15,new
giant-schnauzer,Arizona Schnauzers,breeder,https://arizonaschnauzers.com/,none,,,no,family breeding program,2026-07-15,new
giant-schnauzer,Grande Giants,breeder,https://www.grandegiants.com/,none,,,no,has links/rescue resources page (id19.html),2026-07-15,new
giant-schnauzer,Hatten's Giant Schnauzers,breeder,https://www.hattensgiantschnauzers.com/,none,,,no,"champion breeder, IL",2026-07-15,new
giant-schnauzer,Majestic Giant Schnauzers,breeder,https://www.majesticgiantschnauzers.com/,none,,,no,CA breeder,2026-07-15,new
giant-schnauzer,SchnauHaus,breeder,https://www.schnauhaus.com/,none,,,no,Central Valley CA,2026-07-15,new
giant-schnauzer,Skyline Giant Schnauzers,breeder,https://www.skylinegiantschnauzer.com/,none,,,yes,breeder with owner-stories content section,2026-07-15,new
giant-schnauzer,Sweetwater Kennels,breeder,https://sweetwaterkennelsllc.com/,none,,,no,veteran-owned small breeder,2026-07-15,new
giant-schnauzer,Texas Giant Schnauzers,breeder,https://www.texasgiantschnauzers.com/,none,,,no,Burkett TX; phone 325-214-2724 in search snippet,2026-07-15,new
giant-schnauzer,Giant Schnauzer Club of America (GSCA),club,http://www.giantschnauzerclubofamerica.com/,email,board@giantschnauzerclubofamerica.com,high,no,AKC parent club; email seen on fetched Rescue.aspx page,2026-07-15,new
giant-schnauzer,"Feedspot ""Giant Schnauzer Blogs"" list",media,https://bloggers.feedspot.com/giant_schnauzer_blogs/,none,,,no,meta-list of 10 GS blogs — good source for further mining,2026-07-15,new
giant-schnauzer,Hertha Thomas-Zagari (HT-Z) Giant Schnauzer Rescue,rescue,http://htzrescue.com/,email,Rescueagiant@gmail.com,high,no,"501c3, Pleasantville OH; listed on fetched GSCA rescue page",2026-07-15,new
giant-schnauzer,Schnauzer Rescue Net (rescue links directory),rescue,http://schnauzerrescue.net/rescue_links.htm,none,,,no,"schnauzer rescue links hub, seen in search",2026-07-15,new
giant-schnauzer,Schnauzer Rescue of the Carolinas,rescue,http://www.schnauzerrescueofthecarolinas.org/,email,info@schnauzerrescueofthecarolinas.org,high,no,also adoptions@schnauzerrescueofthecarolinas.org; adopts Giants in NC/SC/TN/VA (fetched GSCA page),2026-07-15,new
giant-schnauzer,Valley of the Sun Giant Schnauzer Rescue,rescue,http://www.vsgiantschnauzerrescue.org/,email,phxgsrescue@hotmail.com,high,no,501c3 Phoenix AZ (fetched GSCA page),2026-07-15,new
giant-schnauzer,WRSF (schnauzer rescue),rescue,https://sites.google.com/view/wrsf/home,none,,,no,seen in GSCA rescue search results,2026-07-15,new
golden-mountain-dog,BreedScout,blog,https://www.breedscout.com/breeds/golden-mountain-dog,none,https://www.breedscout.com/,,no,Breed-info site with complete GMD guide,2026-07-15,new
golden-mountain-dog,Golden Retriever Guides,blog,https://goldenretrieverguides.com/bernese-dog-golden-retriever-mix/,none,https://goldenretrieverguides.com/,,no,Golden-niche blog with GMD mix guide,2026-07-15,new
golden-mountain-dog,How To Train The Dog,blog,https://howtotrainthedog.com/golden-mountain-dog/,none,https://howtotrainthedog.com/,,no,Training blog with GMD breed profile,2026-07-15,new
golden-mountain-dog,Pure Paws Life,blog,https://purepawslife.com/golden-mountain-dog/,none,https://purepawslife.com/,,no,"""Golden Mountain Dog 2026 Complete Guide"" — fresh content, likely receptive",2026-07-15,new
golden-mountain-dog,The Bernese (thebernese.org),blog,https://thebernese.org/golden-mountain-dog/,none,https://thebernese.org/,,yes,"Bernese-niche site; ""Golden Mountain Dog: Ultimate Guide (2026 update)""",2026-07-15,new
golden-mountain-dog,The People Who Share,blog,https://www.thepeoplewhoshare.com/golden-mountain-dog/,none,https://www.thepeoplewhoshare.com/,,no,"General site with ""Everything you need to know about the GMD"" post",2026-07-15,new
golden-mountain-dog,Golden Heart Mountain Dogs,breeder,https://www.goldenheartmountaindogs.com/,none,https://www.goldenheartmountaindogs.com/,,no,"Wisconsin; European lines, OFA/genetic testing",2026-07-15,new
golden-mountain-dog,Golden Mountain Farm,breeder,https://www.goldenmountainfarm.com/,none,https://www.goldenmountainfarm.com/puppies,,yes,Fort Collins CO; Berners + GMDs + Bernedoodles; 1-yr health warranty,2026-07-15,new
golden-mountain-dog,Golden Mtn Dogs (Colorado),breeder,https://www.goldenmtndogs.com/,none,https://www.goldenmtndogs.com/,,yes,Colorado GMD-dedicated breeder,2026-07-15,new
golden-mountain-dog,Heart and Home Doodles,breeder,https://www.heartandhomedoodles.com/golden-mountains,none,https://www.heartandhomedoodles.com/,,no,Doodle breeder with dedicated Golden Mountains program page,2026-07-15,new
golden-mountain-dog,Oak Creek Berners,breeder,https://www.bernerpuppy.com/golden-mountain-dog-puppies-for-sale,none,https://www.bernerpuppy.com/,,yes,"Wolcott IN; GMD + Irish GMD puppies, 3-yr warranty",2026-07-15,new
golden-mountain-dog,Western Rocky Golden Mountain Dogs,breeder,https://www.westernrockygmds.com/,none,https://www.westernrockygmds.com/the-breed,,no,Grand Junction CO GMD specialist; active IG + FB; has breed-info page,2026-07-15,new
golden-mountain-dog,Canine Journal,media,https://www.caninejournal.com/bernese-mountain-dog-golden-retriever-mix/,none,https://www.caninejournal.com/,,no,Large dog media; GMD breed-info article,2026-07-15,new
golden-mountain-dog,Rocky Kanaka,media,https://rockykanaka.com/golden-mountain-dog/,none,https://rockykanaka.com/,,no,"TV host/dog creator; wrote GMD trend piece (""designer dog breaking the internet"")",2026-07-15,new
goldendoodle,Goldendoodle Advice,blog,https://www.goldendoodleadvice.com/,none,https://www.goldendoodleadvice.com/,,no,"Owner-run (publisher Kern), ""the good the bad and the ugly"" of goldendoodle life",2026-07-15,new
goldendoodle,Happy-Go-Doodle,blog,https://www.happygodoodle.com/,form,https://www.happygodoodle.com/contact/,,yes,Friendly doodle-enthusiast publication built around dog Chloe; publishes rescue resource guides,2026-07-15,new
goldendoodle,Mini Goldendoodle Monthly (Lamgo Farms),blog,https://minigoldendoodlemonthly.com/,none,https://minigoldendoodlemonthly.com/,,no,TX family farm blog; 11.3K FB per Feedspot,2026-07-15,new
goldendoodle,Willowhill Doodles,blog,https://www.willowhilldoodles.com/posts,none,https://www.willowhilldoodles.com/posts,,no,Mini goldendoodle training/grooming blog,2026-07-15,new
goldendoodle,ABC's Puppy Zs,breeder,https://www.abcspuppyzs.com/goldendoodle-blog/,none,https://www.abcspuppyzs.com/goldendoodle-blog/,,no,Trending-topics goldendoodle blog,2026-07-15,new
goldendoodle,Fox Creek Farm,breeder,https://goldendoodles.net/what-is-gana/,none,https://goldendoodles.net/,,no,WV breeder on premium goldendoodles.net domain; GANA-affiliated,2026-07-15,new
goldendoodle,Goldendoodle Kennels,breeder,https://www.goldendoodlekennels.com/category/blog/,none,https://www.goldendoodlekennels.com/,,no,Specialists in mini/toy/micro sizes,2026-07-15,new
goldendoodle,Goldilocks Goldendoodles,breeder,https://goldilocksgoldendoodles.com/blog/,none,https://goldilocksgoldendoodles.com/blog/,,no,Family hobby breeder blog,2026-07-15,new
goldendoodle,Lakeshore Doodles,breeder,https://lakeshoredoodles.com/goldendoodle-care-and-ownership/,none,https://lakeshoredoodles.com/,,no,"NY breeder, 6-part care & ownership series",2026-07-15,new
goldendoodle,Morning Glory Doodles,breeder,https://www.morningglorydoodles.com/blog/,none,https://www.morningglorydoodles.com/blog/,,no,Multi-doodle breeder; 24.3K IG per Feedspot,2026-07-15,new
goldendoodle,Platinum Goldendoodles,breeder,https://www.platinumgoldendoodles.com/blog/,none,https://www.platinumgoldendoodles.com/blog/,,no,"English cream ""teddy bear"" goldendoodles; 43.9K FB per Feedspot",2026-07-15,new
goldendoodle,Pride and Prejudoodles,breeder,https://www.prideandprejudoodles.com/blog/,none,https://www.prideandprejudoodles.com/blog/,,no,Goldendoodle+labradoodle breeder; 39.4K FB per Feedspot,2026-07-15,new
goldendoodle,San Diego Goldendoodle,breeder,https://sandiego-goldendoodle.com/blog/,none,https://sandiego-goldendoodle.com/blog/,,no,Trains/places incl. service dogs; 30yr training history; 9.4K IG per Feedspot,2026-07-15,new
goldendoodle,Timberidge Goldendoodles,breeder,https://timberidgegoldendoodles.com/blog/,none,https://timberidgegoldendoodles.com/blog/,,yes,"Small family breeder, Loveland OH; English goldendoodles (Feedspot #1, DA 22)",2026-07-15,new
